#RTA protocol at iterat= 4000
#  j  err   errj     diffrho    sumj0     sumj1     diffE    sumvar2 
    527  6.328868E-07  8.198498E-07  1.262204E-08  0.835562      0.643537      6.774619E-07  1.597573E-06
    528  6.309682E-07  8.192142E-07  1.264103E-08  0.835562      0.643648      6.641107E-07  1.589676E-06
    529  6.290390E-07  8.186017E-07  1.263179E-08  0.835562      0.643759      6.513339E-07  1.581889E-06
    530  6.271009E-07  8.180105E-07  1.261102E-08  0.835562      0.643872      6.373684E-07  1.574211E-06
    531  6.251555E-07  8.174370E-07  1.263107E-08  0.835562      0.643985      6.230547E-07  1.566640E-06
    532  6.232016E-07  8.168790E-07  1.264778E-08  0.835562      0.644099      6.070702E-07  1.559176E-06
    533  6.212387E-07  8.163420E-07  1.267286E-08  0.835562      0.644215      5.917188E-07  1.551818E-06
    534  6.192694E-07  8.158255E-07  1.268106E-08  0.835562      0.644331      5.752495E-07  1.544566E-06
    535  6.172940E-07  8.153305E-07  1.269003E-08  0.835562      0.644448      5.586446E-07  1.537418E-06
    536  6.153124E-07  8.148545E-07  1.268193E-08  0.835562      0.644565      5.418098E-07  1.530372E-06
    537  6.133256E-07  8.143957E-07  1.270586E-08  0.835562      0.644684      5.245449E-07  1.523430E-06
    538  6.113332E-07  8.139554E-07  1.272415E-08  0.835562      0.644803      5.066352E-07  1.516589E-06
    539  6.093365E-07  8.135318E-07  1.274506E-08  0.835562      0.644923      4.897782E-07  1.509848E-06
    540  6.073381E-07  8.131235E-07  1.274686E-08  0.835562      0.645044      4.708649E-07  1.503208E-06
    541  6.053371E-07  8.127305E-07  1.272212E-08  0.835562      0.645166      4.536217E-07  1.496665E-06
    542  6.033316E-07  8.123547E-07  1.271596E-08  0.835562      0.645289      4.360335E-07  1.490221E-06
    543  6.013257E-07  8.119929E-07  1.271035E-08  0.835562      0.645412      4.191312E-07  1.483874E-06
    544  5.993246E-07  8.116456E-07  1.272169E-08  0.835562      0.645535      4.011699E-07  1.477623E-06
    545  5.973285E-07  8.113126E-07  1.270956E-08  0.835562      0.645660      3.844650E-07  1.471466E-06
    546  5.953365E-07  8.109903E-07  1.272914E-08  0.835562      0.645785      3.666356E-07  1.465404E-06
    547  5.933490E-07  8.106787E-07  1.272213E-08  0.835562      0.645911      3.503832E-07  1.459434E-06
    548  5.913705E-07  8.103806E-07  1.269765E-08  0.835562      0.646038      3.347172E-07  1.453557E-06
    549  5.894017E-07  8.100943E-07  1.269602E-08  0.835562      0.646164      3.188497E-07  1.447771E-06
    550  5.874420E-07  8.098211E-07  1.270482E-08  0.835562      0.646292      3.032010E-07  1.442074E-06
    551  5.854915E-07  8.095623E-07  1.270276E-08  0.835562      0.646421      2.884138E-07  1.436467E-06
    552  5.835486E-07  8.093154E-07  1.269931E-08  0.835562      0.646550      2.733987E-07  1.430947E-06
    553  5.816157E-07  8.090777E-07  1.270213E-08  0.835562      0.646679      2.592158E-07  1.425515E-06
    554  5.796960E-07  8.088500E-07  1.268837E-08  0.835562      0.646809      2.452010E-07  1.420169E-06
    555  5.777909E-07  8.086314E-07  1.267946E-08  0.835562      0.646940      2.308663E-07  1.414907E-06
    556  5.759027E-07  8.084214E-07  1.267323E-08  0.835562      0.647071      2.188179E-07  1.409729E-06
    557  5.740329E-07  8.082169E-07  1.266905E-08  0.835562      0.647203      2.060099E-07  1.404634E-06
    558  5.721844E-07  8.080203E-07  1.264925E-08  0.835562      0.647335      1.934273E-07  1.399620E-06
    559  5.703544E-07  8.078308E-07  1.265447E-08  0.835562      0.647468      1.811952E-07  1.394687E-06
    560  5.685471E-07  8.076478E-07  1.265571E-08  0.835562      0.647601      1.695764E-07  1.389834E-06
    561  5.667613E-07  8.074724E-07  1.264280E-08  0.835562      0.647735      1.579501E-07  1.385059E-06
    562  5.649932E-07  8.073029E-07  1.264228E-08  0.835562      0.647869      1.467271E-07  1.380361E-06
    563  5.632466E-07  8.071397E-07  1.265243E-08  0.835562      0.648004      1.363839E-07  1.375739E-06
    564  5.615181E-07  8.069832E-07  1.265901E-08  0.835562      0.648138      1.245322E-07  1.371191E-06
    565  5.598087E-07  8.068342E-07  1.268056E-08  0.835562      0.648274      1.146081E-07  1.366718E-06
    566  5.581189E-07  8.066888E-07  1.268352E-08  0.835562      0.648410      1.042550E-07  1.362317E-06
    567  5.564484E-07  8.065470E-07  1.270234E-08  0.835562      0.648547      9.495722E-08  1.357988E-06
    568  5.548028E-07  8.064085E-07  1.270786E-08  0.835562      0.648683      8.432020E-08  1.353728E-06
    569  5.531797E-07  8.062730E-07  1.268410E-08  0.835562      0.648821      7.378516E-08  1.349538E-06
    570  5.515816E-07  8.061390E-07  1.265973E-08  0.835562      0.648958      6.472870E-08  1.345415E-06
    571  5.500069E-07  8.060075E-07  1.267726E-08  0.835562      0.649096      5.458732E-08  1.341359E-06
    572  5.484529E-07  8.058794E-07  1.266675E-08  0.835562      0.649234      4.561910E-08  1.337368E-06
    573  5.469209E-07  8.057540E-07  1.267237E-08  0.835562      0.649372      3.609330E-08  1.333440E-06
    574  5.454137E-07  8.056301E-07  1.264765E-08  0.835562      0.649510      2.617460E-08  1.329576E-06
    575  5.439300E-07  8.055073E-07  1.266437E-08  0.835562      0.649649      1.687770E-08  1.325772E-06
    576  5.424662E-07  8.053869E-07  1.264306E-08  0.835562      0.649788      8.222771E-09  1.322029E-06
    577  5.410205E-07  8.052674E-07  1.264869E-08  0.835562      0.649927     -8.697065E-10  1.318344E-06
    578  5.395917E-07  8.051492E-07  1.262407E-08  0.835562      0.650066     -9.573430E-09  1.314717E-06
    579  5.381865E-07  8.050330E-07  1.262342E-08  0.835562      0.650206     -1.911366E-08  1.311146E-06
    580  5.367994E-07  8.049195E-07  1.262610E-08  0.835562      0.650345     -2.785051E-08  1.307629E-06
    581  5.354308E-07  8.048072E-07  1.264650E-08  0.835562      0.650485     -3.615962E-08  1.304166E-06
    582  5.340820E-07  8.046946E-07  1.263459E-08  0.835562      0.650625     -4.445278E-08  1.300755E-06
    583  5.327522E-07  8.045812E-07  1.264222E-08  0.835562      0.650764     -5.323004E-08  1.297395E-06
    584  5.314420E-07  8.044672E-07  1.263354E-08  0.835562      0.650904     -6.203610E-08  1.294084E-06
    585  5.301490E-07  8.043539E-07  1.261678E-08  0.835562      0.651044     -6.950091E-08  1.290822E-06
    586  5.288769E-07  8.042412E-07  1.263509E-08  0.835562      0.651184     -7.720608E-08  1.287606E-06
    587  5.276227E-07  8.041282E-07  1.265365E-08  0.835562      0.651324     -8.479124E-08  1.284436E-06
    588  5.263865E-07  8.040139E-07  1.263795E-08  0.835562      0.651464     -9.191337E-08  1.281310E-06
    589  5.251699E-07  8.038979E-07  1.265769E-08  0.835562      0.651604     -1.002153E-07  1.278227E-06
    590  5.239735E-07  8.037803E-07  1.263524E-08  0.835562      0.651744     -1.064456E-07  1.275185E-06
    591  5.227972E-07  8.036613E-07  1.261145E-08  0.835562      0.651884     -1.132096E-07  1.272184E-06
    592  5.216370E-07  8.035409E-07  1.263518E-08  0.835562      0.652024     -1.202022E-07  1.269223E-06
    593  5.204956E-07  8.034185E-07  1.262425E-08  0.835562      0.652164     -1.260909E-07  1.266299E-06
    594  5.193701E-07  8.032932E-07  1.261562E-08  0.835562      0.652304     -1.315113E-07  1.263412E-06
    595  5.182603E-07  8.031661E-07  1.260701E-08  0.835562      0.652443     -1.380378E-07  1.260561E-06
    596  5.171666E-07  8.030366E-07  1.262408E-08  0.835562      0.652583     -1.433587E-07  1.257744E-06
    597  5.160887E-07  8.029042E-07  1.260735E-08  0.835562      0.652722     -1.480206E-07  1.254961E-06
    598  5.150266E-07  8.027690E-07  1.258796E-08  0.835562      0.652861     -1.535527E-07  1.252210E-06
    599  5.139757E-07  8.026317E-07  1.258804E-08  0.835562      0.653000     -1.585543E-07  1.249490E-06
    600  5.129393E-07  8.024926E-07  1.257280E-08  0.835562      0.653140     -1.625558E-07  1.246800E-06
    601  5.119192E-07  8.023512E-07  1.259337E-08  0.835562      0.653279     -1.670428E-07  1.244139E-06
    602  5.109158E-07  8.022070E-07  1.261403E-08  0.835562      0.653417     -1.705500E-07  1.241506E-06
    603  5.099288E-07  8.020596E-07  1.263769E-08  0.835562      0.653556     -1.745254E-07  1.238900E-06
    604  5.089558E-07  8.019089E-07  1.261413E-08  0.835562      0.653694     -1.774861E-07  1.236320E-06
    605  5.079973E-07  8.017543E-07  1.261386E-08  0.835562      0.653832     -1.809009E-07  1.233766E-06
    606  5.070531E-07  8.015959E-07  1.263270E-08  0.835562      0.653970     -1.842784E-07  1.231236E-06
    607  5.061239E-07  8.014336E-07  1.265822E-08  0.835562      0.654107     -1.871357E-07  1.228729E-06
    608  5.052091E-07  8.012679E-07  1.265999E-08  0.835562      0.654244     -1.899689E-07  1.226244E-06
    609  5.043093E-07  8.010982E-07  1.268508E-08  0.835562      0.654381     -1.923556E-07  1.223782E-06
    610  5.034304E-07  8.009246E-07  1.268833E-08  0.835562      0.654519     -1.938693E-07  1.221340E-06
    611  5.025709E-07  8.007473E-07  1.271326E-08  0.835562      0.654655     -1.970562E-07  1.218919E-06
    612  5.017306E-07  8.005661E-07  1.269995E-08  0.835562      0.654792     -1.986507E-07  1.216517E-06
    613  5.009060E-07  8.003816E-07  1.267688E-08  0.835562      0.654928     -2.003104E-07  1.214134E-06
    614  5.000969E-07  8.001941E-07  1.266536E-08  0.835562      0.655064     -2.027718E-07  1.211769E-06
    615  4.993003E-07  8.000039E-07  1.264047E-08  0.835562      0.655199     -2.039037E-07  1.209421E-06
    616  4.985155E-07  7.998105E-07  1.265222E-08  0.835562      0.655334     -2.055392E-07  1.207091E-06
    617  4.977416E-07  7.996132E-07  1.265050E-08  0.835562      0.655469     -2.076018E-07  1.204776E-06
    618  4.969790E-07  7.994123E-07  1.266851E-08  0.835562      0.655604     -2.081760E-07  1.202478E-06
    619  4.962277E-07  7.992075E-07  1.266613E-08  0.835562      0.655738     -2.102380E-07  1.200195E-06
    620  4.954891E-07  7.989986E-07  1.267393E-08  0.835562      0.655871     -2.120189E-07  1.197926E-06
    621  4.947604E-07  7.987863E-07  1.265272E-08  0.835562      0.656004     -2.127710E-07  1.195672E-06
    622  4.940454E-07  7.985699E-07  1.266600E-08  0.835562      0.656137     -2.138026E-07  1.193432E-06
    623  4.933422E-07  7.983499E-07  1.264920E-08  0.835562      0.656270     -2.154879E-07  1.191205E-06
    624  4.926494E-07  7.981260E-07  1.266290E-08  0.835562      0.656401     -2.163890E-07  1.188991E-06
    625  4.919685E-07  7.978985E-07  1.267264E-08  0.835562      0.656533     -2.180238E-07  1.186790E-06
    626  4.912994E-07  7.976677E-07  1.266900E-08  0.835562      0.656664     -2.190950E-07  1.184602E-06
    627  4.906400E-07  7.974331E-07  1.268450E-08  0.835562      0.656795     -2.193709E-07  1.182425E-06
    628  4.899892E-07  7.971946E-07  1.267075E-08  0.835562      0.656925     -2.215804E-07  1.180261E-06
    629  4.893484E-07  7.969521E-07  1.268106E-08  0.835562      0.657055     -2.217835E-07  1.178108E-06
    630  4.887211E-07  7.967060E-07  1.268015E-08  0.835562      0.657185     -2.228714E-07  1.175967E-06
    631  4.881074E-07  7.964564E-07  1.267801E-08  0.835562      0.657314     -2.249213E-07  1.173838E-06
    632  4.875095E-07  7.962030E-07  1.269117E-08  0.835562      0.657443     -2.251782E-07  1.171719E-06
    633  4.869247E-07  7.959460E-07  1.267984E-08  0.835562      0.657572     -2.267555E-07  1.169612E-06
    634  4.863524E-07  7.956861E-07  1.268742E-08  0.835562      0.657700     -2.270507E-07  1.167515E-06
    635  4.857929E-07  7.954229E-07  1.269214E-08  0.835562      0.657828     -2.283515E-07  1.165430E-06
    636  4.852473E-07  7.951560E-07  1.268097E-08  0.835562      0.657955     -2.301049E-07  1.163356E-06
    637  4.847164E-07  7.948855E-07  1.266733E-08  0.835562      0.658082     -2.298912E-07  1.161292E-06
    638  4.842003E-07  7.946113E-07  1.266945E-08  0.835562      0.658208     -2.311677E-07  1.159240E-06
    639  4.836997E-07  7.943336E-07  1.265174E-08  0.835562      0.658334     -2.325822E-07  1.157198E-06
    640  4.832141E-07  7.940526E-07  1.265381E-08  0.835562      0.658459     -2.328633E-07  1.155168E-06
    641  4.827432E-07  7.937682E-07  1.267769E-08  0.835562      0.658585     -2.336862E-07  1.153149E-06
    642  4.822845E-07  7.934809E-07  1.269796E-08  0.835562      0.658709     -2.348268E-07  1.151141E-06
    643  4.818327E-07  7.931906E-07  1.269499E-08  0.835562      0.658834     -2.351405E-07  1.149144E-06
    644  4.813858E-07  7.928976E-07  1.270233E-08  0.835562      0.658958     -2.364550E-07  1.147159E-06
    645  4.809457E-07  7.926016E-07  1.269525E-08  0.835562      0.659081     -2.367427E-07  1.145186E-06
    646  4.805108E-07  7.923029E-07  1.267080E-08  0.835562      0.659204     -2.369339E-07  1.143225E-06
    647  4.800837E-07  7.920013E-07  1.265308E-08  0.835562      0.659327     -2.380081E-07  1.141276E-06
    648  4.796628E-07  7.916972E-07  1.263645E-08  0.835562      0.659449     -2.390341E-07  1.139339E-06
    649  4.792458E-07  7.913900E-07  1.263886E-08  0.835562      0.659571     -2.391264E-07  1.137415E-06
    650  4.788352E-07  7.910803E-07  1.263612E-08  0.835562      0.659693     -2.393602E-07  1.135504E-06
    651  4.784293E-07  7.907683E-07  1.262208E-08  0.835562      0.659814     -2.398841E-07  1.133607E-06
    652  4.780275E-07  7.904542E-07  1.262688E-08  0.835562      0.659934     -2.399250E-07  1.131722E-06
    653  4.776311E-07  7.901380E-07  1.261790E-08  0.835562      0.660055     -2.406611E-07  1.129852E-06
    654  4.772386E-07  7.898194E-07  1.259266E-08  0.835562      0.660174     -2.404074E-07  1.127996E-06
    655  4.768495E-07  7.894990E-07  1.258539E-08  0.835562      0.660294     -2.414045E-07  1.126154E-06
    656  4.764657E-07  7.891765E-07  1.260247E-08  0.835562      0.660413     -2.410691E-07  1.124328E-06
    657  4.760861E-07  7.888523E-07  1.259758E-08  0.835562      0.660532     -2.416818E-07  1.122516E-06
    658  4.757082E-07  7.885264E-07  1.258416E-08  0.835562      0.660650     -2.417000E-07  1.120720E-06
    659  4.753346E-07  7.881990E-07  1.257512E-08  0.835562      0.660768     -2.415550E-07  1.118941E-06
    660  4.749642E-07  7.878698E-07  1.255770E-08  0.835562      0.660886     -2.417035E-07  1.117177E-06
    661  4.745965E-07  7.875387E-07  1.253916E-08  0.835562      0.661003     -2.416744E-07  1.115431E-06
    662  4.742301E-07  7.872061E-07  1.255989E-08  0.835562      0.661120     -2.420131E-07  1.113701E-06
    663  4.738645E-07  7.868725E-07  1.254792E-08  0.835562      0.661237     -2.413206E-07  1.111990E-06
    664  4.734999E-07  7.865377E-07  1.256919E-08  0.835562      0.661353     -2.421610E-07  1.110296E-06
    665  4.731357E-07  7.862017E-07  1.255170E-08  0.835562      0.661468     -2.412666E-07  1.108621E-06
    666  4.727738E-07  7.858649E-07  1.255817E-08  0.835562      0.661584     -2.412714E-07  1.106965E-06
    667  4.724133E-07  7.855268E-07  1.255461E-08  0.835562      0.661699     -2.409316E-07  1.105328E-06
    668  4.720550E-07  7.851879E-07  1.255431E-08  0.835562      0.661814     -2.409944E-07  1.103712E-06
    669  4.717007E-07  7.848480E-07  1.255559E-08  0.835562      0.661928     -2.412673E-07  1.102115E-06
    670  4.713501E-07  7.845074E-07  1.256555E-08  0.835562      0.662043     -2.406249E-07  1.100539E-06
    671  4.709999E-07  7.841661E-07  1.256606E-08  0.835562      0.662156     -2.399085E-07  1.098984E-06
    672  4.706479E-07  7.838242E-07  1.257358E-08  0.835562      0.662270     -2.400050E-07  1.097451E-06
    673  4.702930E-07  7.834818E-07  1.257452E-08  0.835562      0.662383     -2.398842E-07  1.095941E-06
    674  4.699361E-07  7.831392E-07  1.254894E-08  0.835562      0.662496     -2.385464E-07  1.094452E-06
    675  4.695754E-07  7.827960E-07  1.254252E-08  0.835562      0.662608     -2.389275E-07  1.092987E-06
    676  4.692114E-07  7.824528E-07  1.254791E-08  0.835562      0.662721     -2.381560E-07  1.091545E-06
    677  4.688443E-07  7.821097E-07  1.255993E-08  0.835562      0.662833     -2.382413E-07  1.090127E-06
    678  4.684722E-07  7.817667E-07  1.254999E-08  0.835562      0.662944     -2.373342E-07  1.088733E-06
    679  4.680962E-07  7.814235E-07  1.256902E-08  0.835562      0.663056     -2.375228E-07  1.087364E-06
    680  4.677173E-07  7.810805E-07  1.258717E-08  0.835562      0.663167     -2.360440E-07  1.086021E-06
    681  4.673347E-07  7.807377E-07  1.256405E-08  0.835562      0.663277     -2.359780E-07  1.084703E-06
    682  4.669486E-07  7.803953E-07  1.254086E-08  0.835562      0.663388     -2.356096E-07  1.083411E-06
    683  4.665576E-07  7.800535E-07  1.252633E-08  0.835562      0.663498     -2.342064E-07  1.082146E-06
    684  4.661618E-07  7.797123E-07  1.252843E-08  0.835562      0.663608     -2.339706E-07  1.080908E-06
    685  4.657615E-07  7.793713E-07  1.252620E-08  0.835562      0.663717     -2.332350E-07  1.079697E-06
    686  4.653571E-07  7.790302E-07  1.253883E-08  0.835562      0.663826     -2.323091E-07  1.078514E-06
    687  4.649487E-07  7.786892E-07  1.254434E-08  0.835562      0.663935     -2.315084E-07  1.077359E-06
    688  4.645352E-07  7.783488E-07  1.255537E-08  0.835562      0.664044     -2.302102E-07  1.076233E-06
    689  4.641160E-07  7.780090E-07  1.257016E-08  0.835562      0.664152     -2.297457E-07  1.075136E-06
    690  4.636912E-07  7.776700E-07  1.257671E-08  0.835562      0.664261     -2.285492E-07  1.074068E-06
    691  4.632594E-07  7.773320E-07  1.255261E-08  0.835562      0.664369     -2.279793E-07  1.073031E-06
    692  4.628212E-07  7.769951E-07  1.252988E-08  0.835562      0.664476     -2.274891E-07  1.072023E-06
    693  4.623767E-07  7.766596E-07  1.253997E-08  0.835562      0.664584     -2.255764E-07  1.071046E-06
    694  4.619259E-07  7.763252E-07  1.256530E-08  0.835562      0.664691     -2.246193E-07  1.070100E-06
    695  4.614694E-07  7.759916E-07  1.257083E-08  0.835562      0.664798     -2.231215E-07  1.069186E-06
    696  4.610063E-07  7.756589E-07  1.257386E-08  0.835562      0.664904     -2.225303E-07  1.068303E-06
    697  4.605366E-07  7.753272E-07  1.256851E-08  0.835562      0.665011     -2.204162E-07  1.067451E-06
    698  4.600601E-07  7.749966E-07  1.254602E-08  0.835562      0.665117     -2.201846E-07  1.066633E-06
    699  4.595771E-07  7.746672E-07  1.253223E-08  0.835562      0.665223     -2.184718E-07  1.065846E-06
    700  4.590876E-07  7.743390E-07  1.253973E-08  0.835562      0.665329     -2.167745E-07  1.065093E-06
    701  4.585907E-07  7.740122E-07  1.253679E-08  0.835562      0.665435     -2.146458E-07  1.064373E-06
    702  4.580870E-07  7.736865E-07  1.255218E-08  0.835562      0.665540     -2.136127E-07  1.063687E-06
    703  4.575766E-07  7.733625E-07  1.255040E-08  0.835562      0.665646     -2.122792E-07  1.063034E-06
    704  4.570601E-07  7.730399E-07  1.254080E-08  0.835562      0.665751     -2.112184E-07  1.062415E-06
    705  4.565375E-07  7.727186E-07  1.253072E-08  0.835562      0.665856     -2.090723E-07  1.061831E-06
    706  4.560088E-07  7.723988E-07  1.253473E-08  0.835562      0.665961     -2.074113E-07  1.061281E-06
    707  4.554737E-07  7.720802E-07  1.253205E-08  0.835562      0.666065     -2.048924E-07  1.060766E-06
    708  4.549316E-07  7.717630E-07  1.255309E-08  0.835562      0.666170     -2.040864E-07  1.060285E-06
    709  4.543826E-07  7.714468E-07  1.255443E-08  0.835562      0.666274     -2.017237E-07  1.059840E-06
    710  4.538271E-07  7.711319E-07  1.256552E-08  0.835562      0.666378     -2.003994E-07  1.059431E-06
    711  4.532645E-07  7.708189E-07  1.255993E-08  0.835562      0.666483     -1.978457E-07  1.059056E-06
    712  4.526950E-07  7.705077E-07  1.255279E-08  0.835562      0.666587     -1.966781E-07  1.058718E-06
    713  4.521186E-07  7.701978E-07  1.254374E-08  0.835562      0.666690     -1.936922E-07  1.058415E-06
    714  4.515352E-07  7.698895E-07  1.256589E-08  0.835562      0.666794     -1.925073E-07  1.058148E-06
    715  4.509447E-07  7.695831E-07  1.254987E-08  0.835562      0.666897     -1.899196E-07  1.057918E-06
    716  4.503472E-07  7.692785E-07  1.255948E-08  0.835562      0.667001     -1.886143E-07  1.057724E-06
    717  4.497431E-07  7.689754E-07  1.254049E-08  0.835562      0.667104     -1.854197E-07  1.057565E-06
    718  4.491317E-07  7.686740E-07  1.253364E-08  0.835562      0.667207     -1.840109E-07  1.057444E-06
    719  4.485134E-07  7.683746E-07  1.251815E-08  0.835562      0.667310     -1.822260E-07  1.057359E-06
    720  4.478878E-07  7.680773E-07  1.252001E-08  0.835562      0.667413     -1.789047E-07  1.057310E-06
    721  4.472550E-07  7.677818E-07  1.249489E-08  0.835562      0.667516     -1.777330E-07  1.057298E-06
    722  4.466155E-07  7.674882E-07  1.249765E-08  0.835562      0.667619     -1.746730E-07  1.057323E-06
    723  4.459686E-07  7.671964E-07  1.247579E-08  0.835562      0.667722     -1.724636E-07  1.057384E-06
    724  4.453150E-07  7.669067E-07  1.248844E-08  0.835562      0.667824     -1.709819E-07  1.057482E-06
    725  4.446544E-07  7.666191E-07  1.247800E-08  0.835562      0.667927     -1.681328E-07  1.057616E-06
    726  4.439874E-07  7.663335E-07  1.246814E-08  0.835562      0.668029     -1.657513E-07  1.057788E-06
    727  4.433139E-07  7.660498E-07  1.247965E-08  0.835562      0.668131     -1.637408E-07  1.057995E-06
    728  4.426343E-07  7.657680E-07  1.249843E-08  0.835562      0.668233     -1.610333E-07  1.058240E-06
    729  4.419486E-07  7.654882E-07  1.251348E-08  0.835562      0.668335     -1.585190E-07  1.058521E-06
    730  4.412568E-07  7.652106E-07  1.251002E-08  0.835562      0.668437     -1.561276E-07  1.058838E-06
    731  4.405592E-07  7.649352E-07  1.251871E-08  0.835562      0.668539     -1.538173E-07  1.059191E-06
    732  4.398556E-07  7.646619E-07  1.253639E-08  0.835562      0.668641     -1.515468E-07  1.059581E-06
    733  4.391464E-07  7.643907E-07  1.255575E-08  0.835562      0.668743     -1.492852E-07  1.060007E-06
    734  4.384313E-07  7.641217E-07  1.258045E-08  0.835562      0.668844     -1.470175E-07  1.060469E-06
    735  4.377111E-07  7.638550E-07  1.259948E-08  0.835562      0.668946     -1.437638E-07  1.060967E-06
    736  4.369856E-07  7.635908E-07  1.260773E-08  0.835562      0.669047     -1.414740E-07  1.061501E-06
    737  4.362551E-07  7.633288E-07  1.259014E-08  0.835562      0.669149     -1.391894E-07  1.062070E-06
    738  4.355193E-07  7.630691E-07  1.260217E-08  0.835562      0.669250     -1.369592E-07  1.062675E-06
    739  4.347785E-07  7.628117E-07  1.261297E-08  0.835562      0.669352     -1.338406E-07  1.063315E-06
    740  4.340326E-07  7.625564E-07  1.262732E-08  0.835562      0.669453     -1.318314E-07  1.063990E-06
    741  4.332824E-07  7.623033E-07  1.260898E-08  0.835562      0.669554     -1.290353E-07  1.064699E-06
    742  4.325282E-07  7.620524E-07  1.262403E-08  0.835562      0.669655     -1.274919E-07  1.065444E-06
    743  4.317701E-07  7.618038E-07  1.262710E-08  0.835562      0.669756     -1.243491E-07  1.066222E-06
    744  4.310080E-07  7.615572E-07  1.261400E-08  0.835562      0.669857     -1.216418E-07  1.067035E-06
    745  4.302426E-07  7.613128E-07  1.263626E-08  0.835562      0.669958     -1.194895E-07  1.067882E-06
    746  4.294738E-07  7.610707E-07  1.265601E-08  0.835562      0.670059     -1.170155E-07  1.068762E-06
    747  4.287029E-07  7.608312E-07  1.263203E-08  0.835562      0.670160     -1.143242E-07  1.069676E-06
    748  4.279300E-07  7.605940E-07  1.261073E-08  0.835562      0.670260     -1.115598E-07  1.070623E-06
    749  4.271551E-07  7.603589E-07  1.262925E-08  0.835562      0.670361     -1.098451E-07  1.071602E-06
    750  4.263784E-07  7.601265E-07  1.260762E-08  0.835562      0.670462     -1.073498E-07  1.072614E-06
    751  4.255991E-07  7.598963E-07  1.263080E-08  0.835562      0.670562     -1.042569E-07  1.073658E-06
    752  4.248182E-07  7.596683E-07  1.264572E-08  0.835562      0.670663     -1.026548E-07  1.074734E-06
    753  4.240369E-07  7.594428E-07  1.262545E-08  0.835562      0.670764     -9.978299E-08  1.075841E-06
    754  4.232548E-07  7.592196E-07  1.260281E-08  0.835562      0.670864     -9.680253E-08  1.076979E-06
    755  4.224723E-07  7.589989E-07  1.262338E-08  0.835562      0.670965     -9.488648E-08  1.078148E-06
    756  4.216903E-07  7.587805E-07  1.260249E-08  0.835562      0.671065     -9.322173E-08  1.079348E-06
    757  4.209098E-07  7.585642E-07  1.259329E-08  0.835562      0.671166     -9.007755E-08  1.080577E-06
    758  4.201294E-07  7.583503E-07  1.260257E-08  0.835562      0.671266     -8.858037E-08  1.081836E-06
    759  4.193495E-07  7.581390E-07  1.261448E-08  0.835562      0.671366     -8.601460E-08  1.083124E-06
    760  4.185692E-07  7.579301E-07  1.259779E-08  0.835562      0.671467     -8.355916E-08  1.084441E-06
    761  4.177897E-07  7.577234E-07  1.261822E-08  0.835562      0.671567     -8.145964E-08  1.085786E-06
    762  4.170121E-07  7.575192E-07  1.264229E-08  0.835562      0.671667     -7.895903E-08  1.087159E-06
    763  4.162355E-07  7.573172E-07  1.263420E-08  0.835562      0.671767     -7.627805E-08  1.088560E-06
    764  4.154612E-07  7.571169E-07  1.263330E-08  0.835562      0.671868     -7.464282E-08  1.089987E-06
    765  4.146890E-07  7.569186E-07  1.261639E-08  0.835562      0.671968     -7.234119E-08  1.091442E-06
    766  4.139192E-07  7.567222E-07  1.259850E-08  0.835562      0.672068     -7.059893E-08  1.092922E-06
    767  4.131514E-07  7.565278E-07  1.258676E-08  0.835562      0.672168     -6.869684E-08  1.094428E-06
    768  4.123854E-07  7.563358E-07  1.258771E-08  0.835562      0.672269     -6.689195E-08  1.095959E-06
    769  4.116220E-07  7.561462E-07  1.256956E-08  0.835562      0.672369     -6.445808E-08  1.097515E-06
    770  4.108612E-07  7.559588E-07  1.254974E-08  0.835562      0.672469     -6.263675E-08  1.099095E-06
    771  4.101031E-07  7.557735E-07  1.256595E-08  0.835562      0.672569     -5.975871E-08  1.100699E-06
    772  4.093479E-07  7.555905E-07  1.254288E-08  0.835562      0.672669     -5.898539E-08  1.102326E-06
    773  4.085961E-07  7.554096E-07  1.256678E-08  0.835562      0.672769     -5.671982E-08  1.103976E-06
    774  4.078464E-07  7.552306E-07  1.256345E-08  0.835562      0.672870     -5.515291E-08  1.105647E-06
    775  4.071001E-07  7.550538E-07  1.254136E-08  0.835562      0.672970     -5.261051E-08  1.107341E-06
    776  4.063576E-07  7.548789E-07  1.252978E-08  0.835562      0.673070     -5.132263E-08  1.109055E-06
    777  4.056194E-07  7.547058E-07  1.253304E-08  0.835562      0.673170     -4.961325E-08  1.110790E-06
    778  4.048845E-07  7.545344E-07  1.251049E-08  0.835562      0.673270     -4.773859E-08  1.112545E-06
    779  4.041532E-07  7.543647E-07  1.253155E-08  0.835562      0.673370     -4.696697E-08  1.114320E-06
    780  4.034244E-07  7.541969E-07  1.253865E-08  0.835562      0.673470     -4.462287E-08  1.116113E-06
    781  4.026991E-07  7.540312E-07  1.256363E-08  0.835562      0.673570     -4.293299E-08  1.117925E-06
    782  4.019777E-07  7.538674E-07  1.254681E-08  0.835562      0.673670     -4.213947E-08  1.119755E-06
    783  4.012601E-07  7.537053E-07  1.253880E-08  0.835562      0.673770     -4.057208E-08  1.121601E-06
    784  4.005462E-07  7.535448E-07  1.251827E-08  0.835562      0.673870     -3.848063E-08  1.123465E-06
    785  3.998370E-07  7.533864E-07  1.252762E-08  0.835562      0.673970     -3.710803E-08  1.125344E-06
